age,income,loan_amount,credit_score,employment_years,existing_debts,home_ownership,loan_purpose,default
27,114071,7721,311,26,1,MORTGAGE,DEBT_CONSOLIDATION,0
47,26640,21609,589,17,2,RENT,MAJOR_PURCHASE,1
67,64547,8373,653,22,4,MORTGAGE,DEBT_CONSOLIDATION,0
62,74620,39675,374,10,3,OWN,DEBT_CONSOLIDATION,1
22,35317,49895,740,20,1,RENT,HOME_IMPROVEMENT,1
50,135608,29937,540,4,0,RENT,DEBT_CONSOLIDATION,0
18,27564,6656,453,22,1,RENT,DEBT_CONSOLIDATION,0
35,47345,9984,395,24,0,OWN,SMALL_BUSINESS,0
49,133824,30984,593,9,1,OWN,HOME_IMPROVEMENT,0
64,114223,9286,508,21,0,OWN,SMALL_BUSINESS,0
66,143372,6901,642,18,0,RENT,SMALL_BUSINESS,0
28,99273,32552,387,0,1,OWN,MAJOR_PURCHASE,0
38,94859,26709,689,6,1,MORTGAGE,MAJOR_PURCHASE,0
43,100765,32055,624,3,0,OWN,HOME_IMPROVEMENT,0
42,130017,38685,456,0,4,RENT,HOME_IMPROVEMENT,1
39,94038,9429,436,14,1,MORTGAGE,MAJOR_PURCHASE,1
44,143618,15716,727,39,2,OWN,MAJOR_PURCHASE,0
66,72393,49563,751,11,3,MORTGAGE,MAJOR_PURCHASE,0
30,86081,12138,440,21,0,MORTGAGE,MAJOR_PURCHASE,0
50,145341,36298,382,21,0,RENT,MAJOR_PURCHASE,0
51,122650,24429,476,16,3,MORTGAGE,SMALL_BUSINESS,0
58,49430,6772,497,28,4,MORTGAGE,HOME_IMPROVEMENT,0
52,95532,49244,720,13,3,RENT,SMALL_BUSINESS,0
18,47788,49519,700,19,1,RENT,SMALL_BUSINESS,1
38,115505,36732,770,32,3,RENT,DEBT_CONSOLIDATION,0
65,68543,40905,517,14,0,MORTGAGE,SMALL_BUSINESS,0
23,33919,18347,474,11,3,MORTGAGE,MAJOR_PURCHASE,1
45,89346,17920,322,39,2,MORTGAGE,MAJOR_PURCHASE,0
34,116122,32822,534,19,1,RENT,DEBT_CONSOLIDATION,0
22,59974,47659,312,29,3,OWN,DEBT_CONSOLIDATION,1
48,127309,41108,400,37,0,MORTGAGE,DEBT_CONSOLIDATION,0
22,36371,24563,835,2,1,OWN,DEBT_CONSOLIDATION,0
55,65084,8967,822,27,0,RENT,DEBT_CONSOLIDATION,1
20,49629,46183,751,25,4,MORTGAGE,SMALL_BUSINESS,1
40,71184,12871,730,29,2,OWN,DEBT_CONSOLIDATION,0
54,81916,29763,832,12,4,MORTGAGE,SMALL_BUSINESS,0
54,147293,12916,592,12,2,MORTGAGE,HOME_IMPROVEMENT,0
27,93972,9734,400,1,3,MORTGAGE,DEBT_CONSOLIDATION,0
27,82187,34613,801,36,1,OWN,DEBT_CONSOLIDATION,0
36,32984,29179,603,37,3,RENT,SMALL_BUSINESS,1
34,53039,36262,839,1,2,MORTGAGE,HOME_IMPROVEMENT,0
38,105431,13677,654,35,2,RENT,SMALL_BUSINESS,0
31,103691,19268,602,25,2,RENT,SMALL_BUSINESS,0
26,78606,13330,795,10,0,OWN,DEBT_CONSOLIDATION,0
63,30616,21733,526,7,1,OWN,MAJOR_PURCHASE,0
18,122665,38947,535,39,3,RENT,MAJOR_PURCHASE,1
68,125373,28286,754,21,3,MORTGAGE,SMALL_BUSINESS,0
62,70072,7610,312,19,4,OWN,DEBT_CONSOLIDATION,1
30,44574,7430,509,7,2,MORTGAGE,HOME_IMPROVEMENT,0
21,23430,40922,696,28,2,MORTGAGE,MAJOR_PURCHASE,1
18,139123,14828,399,39,2,MORTGAGE,HOME_IMPROVEMENT,1
66,32676,43913,330,25,3,RENT,MAJOR_PURCHASE,1
57,30816,32497,827,29,4,MORTGAGE,DEBT_CONSOLIDATION,0
49,52733,40256,628,16,0,RENT,SMALL_BUSINESS,0
51,105680,37618,465,19,1,RENT,HOME_IMPROVEMENT,0
45,22050,47332,758,15,0,MORTGAGE,HOME_IMPROVEMENT,1
48,129996,27526,399,6,3,MORTGAGE,SMALL_BUSINESS,1
25,53933,31158,472,15,2,MORTGAGE,HOME_IMPROVEMENT,1
56,44951,26032,461,26,1,MORTGAGE,MAJOR_PURCHASE,0
43,52413,38846,562,22,3,RENT,SMALL_BUSINESS,1
51,54801,45936,573,23,3,MORTGAGE,MAJOR_PURCHASE,1
20,75619,30794,302,8,3,MORTGAGE,MAJOR_PURCHASE,1
67,52913,6448,327,34,1,RENT,DEBT_CONSOLIDATION,0
29,132573,29861,625,19,1,OWN,MAJOR_PURCHASE,0
18,139076,29141,448,36,4,OWN,DEBT_CONSOLIDATION,1
61,60600,10074,839,16,4,RENT,HOME_IMPROVEMENT,0
22,77775,7406,787,30,0,OWN,HOME_IMPROVEMENT,1
47,110816,32823,737,7,1,RENT,DEBT_CONSOLIDATION,0
47,149972,24291,364,14,1,MORTGAGE,MAJOR_PURCHASE,0
34,110093,42568,655,30,1,MORTGAGE,SMALL_BUSINESS,0
65,132590,33003,832,29,4,OWN,SMALL_BUSINESS,0
64,55400,47851,551,19,3,MORTGAGE,DEBT_CONSOLIDATION,1
40,24494,35406,534,38,2,OWN,HOME_IMPROVEMENT,1
32,100688,24312,526,11,4,OWN,HOME_IMPROVEMENT,0
54,142744,44108,824,16,1,MORTGAGE,SMALL_BUSINESS,1
38,109431,2382,612,29,4,MORTGAGE,DEBT_CONSOLIDATION,0
31,94691,35171,348,28,0,OWN,SMALL_BUSINESS,0
19,117419,42779,417,18,1,MORTGAGE,MAJOR_PURCHASE,1
28,128730,4292,353,10,0,RENT,MAJOR_PURCHASE,0
68,63001,42779,343,33,1,MORTGAGE,DEBT_CONSOLIDATION,1
56,87364,34187,352,6,4,MORTGAGE,DEBT_CONSOLIDATION,1
55,144988,13411,824,33,3,RENT,MAJOR_PURCHASE,0
51,65028,38285,401,19,2,MORTGAGE,HOME_IMPROVEMENT,1
55,127434,16422,697,37,0,MORTGAGE,DEBT_CONSOLIDATION,0
67,117659,43468,437,23,4,OWN,MAJOR_PURCHASE,1
51,57573,33371,686,9,3,MORTGAGE,MAJOR_PURCHASE,0
35,20806,6693,410,31,4,MORTGAGE,HOME_IMPROVEMENT,1
47,144343,34535,316,14,0,RENT,HOME_IMPROVEMENT,0
32,76638,15818,481,36,2,OWN,HOME_IMPROVEMENT,1
44,148301,32238,835,19,4,OWN,HOME_IMPROVEMENT,0
68,146295,31874,840,2,1,OWN,SMALL_BUSINESS,0
51,126506,27715,470,36,3,MORTGAGE,HOME_IMPROVEMENT,1
69,49757,28605,708,39,4,OWN,SMALL_BUSINESS,0
55,54636,35317,677,7,3,RENT,DEBT_CONSOLIDATION,0
50,100097,32174,487,39,1,OWN,MAJOR_PURCHASE,0
41,68280,10956,529,22,2,RENT,SMALL_BUSINESS,0
32,44262,39908,418,39,2,OWN,DEBT_CONSOLIDATION,1
47,100435,11837,455,10,1,OWN,DEBT_CONSOLIDATION,1
59,82211,4716,764,7,3,RENT,SMALL_BUSINESS,0
68,74842,5481,403,28,4,OWN,DEBT_CONSOLIDATION,1
34,148583,25282,801,29,1,OWN,DEBT_CONSOLIDATION,0
22,76979,7548,474,9,0,OWN,SMALL_BUSINESS,0
46,134524,38605,720,38,3,MORTGAGE,DEBT_CONSOLIDATION,0
21,101470,8758,433,27,2,RENT,HOME_IMPROVEMENT,1
27,58197,44668,690,35,1,OWN,HOME_IMPROVEMENT,0
34,61844,24177,800,12,2,RENT,MAJOR_PURCHASE,0
27,84754,25022,332,31,3,RENT,DEBT_CONSOLIDATION,1
34,121868,41761,354,35,2,RENT,MAJOR_PURCHASE,1
37,54157,6542,818,36,1,OWN,HOME_IMPROVEMENT,0
41,97129,26476,311,25,3,OWN,HOME_IMPROVEMENT,1
22,60042,31784,827,21,0,RENT,HOME_IMPROVEMENT,0
51,81665,23740,672,3,1,MORTGAGE,DEBT_CONSOLIDATION,0
23,135512,25817,783,30,4,RENT,DEBT_CONSOLIDATION,1
19,136953,48596,527,17,1,MORTGAGE,HOME_IMPROVEMENT,0
30,102856,17052,606,37,3,RENT,MAJOR_PURCHASE,0
60,47376,36153,756,23,1,RENT,MAJOR_PURCHASE,0
60,129049,48076,459,22,0,RENT,SMALL_BUSINESS,0
65,75554,1671,630,21,0,OWN,HOME_IMPROVEMENT,0
28,34199,1163,524,1,4,MORTGAGE,MAJOR_PURCHASE,0
68,138533,42424,803,30,2,MORTGAGE,HOME_IMPROVEMENT,0
64,101412,45002,755,10,3,RENT,MAJOR_PURCHASE,0
40,70948,5795,344,27,3,OWN,SMALL_BUSINESS,1
33,93781,11634,513,31,2,OWN,SMALL_BUSINESS,0
48,92750,5798,358,4,0,MORTGAGE,HOME_IMPROVEMENT,0
28,86262,23420,494,37,0,OWN,MAJOR_PURCHASE,0
33,137424,30300,788,9,1,MORTGAGE,DEBT_CONSOLIDATION,0
25,66600,25345,456,39,4,MORTGAGE,SMALL_BUSINESS,1
21,96898,11749,525,23,4,MORTGAGE,HOME_IMPROVEMENT,1
57,82483,39595,711,34,4,OWN,HOME_IMPROVEMENT,1
21,38297,26121,504,22,1,MORTGAGE,MAJOR_PURCHASE,1
42,50448,38487,378,16,4,MORTGAGE,HOME_IMPROVEMENT,0
20,46172,29411,423,0,2,RENT,SMALL_BUSINESS,1
49,62874,34361,770,30,1,MORTGAGE,HOME_IMPROVEMENT,0
20,27657,22223,517,30,2,MORTGAGE,HOME_IMPROVEMENT,1
44,104386,8394,815,33,1,RENT,DEBT_CONSOLIDATION,0
46,145617,15056,403,8,4,RENT,DEBT_CONSOLIDATION,1
49,45425,29380,692,21,2,OWN,SMALL_BUSINESS,0
67,46685,27035,733,12,2,MORTGAGE,MAJOR_PURCHASE,0
68,142000,31620,630,24,2,OWN,DEBT_CONSOLIDATION,1
36,132855,20877,442,17,1,OWN,MAJOR_PURCHASE,0
38,44578,44404,839,11,3,RENT,SMALL_BUSINESS,0
22,48831,31911,577,39,4,OWN,DEBT_CONSOLIDATION,1
35,27906,33784,532,16,2,MORTGAGE,MAJOR_PURCHASE,1
45,81413,4191,828,14,3,RENT,DEBT_CONSOLIDATION,0
59,74028,34160,389,14,4,MORTGAGE,SMALL_BUSINESS,1
39,27287,26000,791,14,4,MORTGAGE,SMALL_BUSINESS,0
38,53660,40040,498,38,2,RENT,DEBT_CONSOLIDATION,1
23,95758,4631,661,12,2,MORTGAGE,MAJOR_PURCHASE,0
18,80504,7172,740,16,1,RENT,HOME_IMPROVEMENT,0
22,79720,43080,325,31,3,MORTGAGE,HOME_IMPROVEMENT,1
58,122979,24561,324,8,3,RENT,DEBT_CONSOLIDATION,1
29,54701,25817,693,39,2,OWN,MAJOR_PURCHASE,1
43,103300,21281,806,19,4,MORTGAGE,HOME_IMPROVEMENT,0
63,130177,29671,600,25,2,RENT,SMALL_BUSINESS,1
51,37674,26364,638,26,4,MORTGAGE,MAJOR_PURCHASE,1
66,103560,42674,566,20,4,MORTGAGE,HOME_IMPROVEMENT,0
31,131543,28425,760,17,2,MORTGAGE,MAJOR_PURCHASE,0
43,43874,29602,755,12,0,RENT,DEBT_CONSOLIDATION,0
62,63642,24253,659,15,3,OWN,MAJOR_PURCHASE,0
44,143867,24472,367,8,4,OWN,HOME_IMPROVEMENT,1
26,117820,9080,711,11,4,OWN,DEBT_CONSOLIDATION,0
43,85160,8099,790,37,0,RENT,MAJOR_PURCHASE,0
64,37602,26431,348,18,1,OWN,SMALL_BUSINESS,1
39,123320,32186,401,6,0,RENT,HOME_IMPROVEMENT,1
64,108801,48684,515,34,0,MORTGAGE,DEBT_CONSOLIDATION,0
47,45931,31111,737,17,4,MORTGAGE,MAJOR_PURCHASE,0
60,114377,40851,458,15,3,OWN,SMALL_BUSINESS,1
65,49192,23614,788,38,0,RENT,HOME_IMPROVEMENT,0
34,66542,27724,541,3,1,MORTGAGE,SMALL_BUSINESS,0
43,147015,42991,304,24,2,RENT,MAJOR_PURCHASE,0
53,62520,5940,660,31,0,RENT,MAJOR_PURCHASE,0
18,84772,29758,758,39,0,MORTGAGE,DEBT_CONSOLIDATION,0
25,78762,37224,547,12,1,RENT,SMALL_BUSINESS,0
66,70106,8788,721,16,3,MORTGAGE,DEBT_CONSOLIDATION,1
52,101121,29082,314,36,0,MORTGAGE,HOME_IMPROVEMENT,0
69,45559,25034,421,5,0,MORTGAGE,DEBT_CONSOLIDATION,0
32,125595,36479,576,18,3,RENT,HOME_IMPROVEMENT,0
64,53742,12280,752,12,1,MORTGAGE,MAJOR_PURCHASE,0
39,89669,19052,689,25,0,RENT,MAJOR_PURCHASE,0
31,100199,17531,593,13,3,MORTGAGE,SMALL_BUSINESS,0
43,41754,23804,745,30,0,MORTGAGE,HOME_IMPROVEMENT,0
45,23972,29903,509,3,2,OWN,MAJOR_PURCHASE,1
40,90831,45857,601,38,4,OWN,SMALL_BUSINESS,0
31,132217,11142,522,7,2,OWN,SMALL_BUSINESS,0
41,61873,49355,302,24,0,RENT,DEBT_CONSOLIDATION,1
19,114661,10866,817,12,1,RENT,SMALL_BUSINESS,0
62,126532,5531,392,31,4,MORTGAGE,MAJOR_PURCHASE,1
43,146267,46454,819,37,2,MORTGAGE,DEBT_CONSOLIDATION,0
31,29903,39098,727,37,3,MORTGAGE,HOME_IMPROVEMENT,1
68,23020,39278,792,27,1,MORTGAGE,HOME_IMPROVEMENT,1
24,61755,29138,534,29,2,RENT,MAJOR_PURCHASE,1
20,105956,28065,460,2,3,MORTGAGE,MAJOR_PURCHASE,1
64,106988,30956,630,27,0,MORTGAGE,DEBT_CONSOLIDATION,0
40,65648,42732,632,2,3,OWN,DEBT_CONSOLIDATION,0
63,123537,40261,349,33,2,MORTGAGE,MAJOR_PURCHASE,1
60,145991,11759,822,15,2,MORTGAGE,MAJOR_PURCHASE,0
64,29516,6439,791,21,0,MORTGAGE,HOME_IMPROVEMENT,0
62,132863,48241,571,31,3,RENT,HOME_IMPROVEMENT,0
35,135005,43533,551,37,3,OWN,HOME_IMPROVEMENT,0
55,22396,29270,389,7,0,MORTGAGE,MAJOR_PURCHASE,1
